a,b,auc,confusion_rate,centroid_dist,same_base,adjacent_version,near_relative,structurally_related,same_family,same_org,same_arch,same_tokenizer,relation_inferred
meta-llama/Llama-2-7b-chat-hf,openchat/openchat_3.5,1.0,0.0,63.15370755037767,False,False,False,False,False,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,tiiuae/Falcon3-10B-Instruct,1.0,0.0,57.328788943323296,False,False,False,False,False,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,tiiuae/Falcon3-7B-Instruct,1.0,0.0,60.85967769858275,False,False,False,False,False,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.007352941176470588,55.57756988853493,False,False,False,False,False,False,True,False,False
meta-llama/Llama-2-7b-chat-hf,utter-project/EuroLLM-1.7B-Instruct,1.0,0.014705882352941176,58.8368145589515,False,False,False,False,False,False,True,False,False
meta-llama/Llama-3.2-1B-Instruct,microsoft/Phi-3-medium-128k-instruct,1.0,0.0,65.16609687353319,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,microsoft/Phi-3-medium-4k-instruct,1.0,0.0,64.29128687880886,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,microsoft/Phi-3-mini-128k-instruct,1.0,0.0,56.13907298310972,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,microsoft/Phi-3-mini-4k-instruct,1.0,0.0,58.01720502013252,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,microsoft/Phi-3.5-mini-instruct,1.0,0.0,54.83270977501711,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,0.0,60.729969150556286,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.0,58.175835346487936,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,0.007352941176470588,60.78033881289373,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.0,60.009538770719374,False,True,True,True,True,False,True,True,False
meta-llama/Llama-3.2-1B-Instruct,openchat/openchat-3.6-8b-20240522,1.0,0.0,58.8902786887098,False,True,True,True,True,False,True,True,False
meta-llama/Llama-3.2-1B-Instruct,openchat/openchat_3.5,1.0,0.0,60.63292328529261,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,tiiuae/Falcon3-10B-Instruct,1.0,0.007352941176470588,59.65402904272915,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,tiiuae/Falcon3-7B-Instruct,1.0,0.014705882352941176,63.74737546427227,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-1B-Instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,61.58737989024632,False,False,False,False,False,False,True,False,False
meta-llama/Llama-3.2-1B-Instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,62.39281875649044,False,False,False,False,False,False,True,False,False
meta-llama/Llama-3.2-1B-Instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,61.89845452647748,False,False,False,False,False,False,True,False,False
meta-llama/Llama-3.2-3B-Instruct,microsoft/Phi-3-medium-128k-instruct,1.0,0.0,65.24825232584011,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,microsoft/Phi-3-medium-4k-instruct,1.0,0.0,64.12925976999847,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,microsoft/Phi-3-mini-128k-instruct,1.0,0.007352941176470588,58.820575898635916,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,microsoft/Phi-3-mini-4k-instruct,1.0,0.007352941176470588,60.43904266072183,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,microsoft/Phi-3.5-mini-instruct,1.0,0.007352941176470588,56.95470852513222,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,0.0,57.36519916318837,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.0,56.562463130453175,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,0.0,56.02734622423701,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.0,58.3865544627394,False,True,True,True,True,False,True,True,False
meta-llama/Llama-3.2-3B-Instruct,openchat/openchat-3.6-8b-20240522,1.0,0.007352941176470588,62.108427098697604,False,True,True,True,True,False,True,True,False
meta-llama/Llama-3.2-3B-Instruct,openchat/openchat_3.5,1.0,0.0,60.65581735325939,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,tiiuae/Falcon3-10B-Instruct,1.0,0.0,63.390944070951555,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,tiiuae/Falcon3-7B-Instruct,1.0,0.0,65.155588484048,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,57.08654149109717,False,False,False,False,False,False,True,False,False
meta-llama/Llama-3.2-3B-Instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,61.81594989047467,False,False,False,False,False,False,True,False,False
meta-llama/Llama-3.2-3B-Instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,59.65688627330831,False,False,False,False,False,False,True,False,False
meta-llama/Meta-Llama-3-8B-Instruct,microsoft/Phi-3-medium-128k-instruct,1.0,0.0,62.518838921043134,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,microsoft/Phi-3-medium-4k-instruct,1.0,0.0,62.30300768788454,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,microsoft/Phi-3-mini-128k-instruct,1.0,0.014705882352941176,58.008154661602994,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,microsoft/Phi-3-mini-4k-instruct,1.0,0.014705882352941176,60.717053709395366,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,microsoft/Phi-3.5-mini-instruct,1.0,0.014705882352941176,59.08509849331853,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,0.007352941176470588,56.416242527981076,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,0.014705882352941176,58.03702342661033,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.014705882352941176,65.2633434480809,True,False,True,True,True,False,True,True,False
meta-llama/Meta-Llama-3-8B-Instruct,openchat/openchat-3.6-8b-20240522,1.0,0.007352941176470588,57.656436403348145,True,False,True,True,True,False,True,True,False
meta-llama/Meta-Llama-3-8B-Instruct,openchat/openchat_3.5,1.0,0.0,60.160773591237906,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,tiiuae/Falcon3-10B-Instruct,1.0,0.0,58.598030255379506,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,tiiuae/Falcon3-7B-Instruct,1.0,0.0,60.135705836647666,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,62.30018955158203,False,False,False,False,False,False,True,False,False
meta-llama/Meta-Llama-3-8B-Instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,0.014705882352941176,65.07106730198798,False,False,False,False,False,False,True,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,microsoft/Phi-3-medium-128k-instruct,1.0,0.0,68.74116194500508,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,microsoft/Phi-3-medium-4k-instruct,1.0,0.0,66.5968029195227,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,microsoft/Phi-3-mini-128k-instruct,1.0,0.007352941176470588,58.18512327833307,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,microsoft/Phi-3-mini-4k-instruct,1.0,0.007352941176470588,59.88650612637232,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,microsoft/Phi-3.5-mini-instruct,1.0,0.007352941176470588,61.286604808886,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,0.007352941176470588,57.91659096790562,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.007352941176470588,61.21294552710338,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,0.007352941176470588,59.38948963910911,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,openchat/openchat-3.6-8b-20240522,1.0,0.007352941176470588,61.42665653531354,False,True,True,True,True,False,True,True,False
meta-llama/Meta-Llama-3.1-8B-Instruct,openchat/openchat_3.5,1.0,0.007352941176470588,60.51218692013031,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,tiiuae/Falcon3-7B-Instruct,1.0,0.007352941176470588,61.98517597006027,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.007352941176470588,66.37300426026326,False,False,False,False,False,False,True,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.007352941176470588,62.38013758905471,False,False,False,False,False,False,True,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,0.007352941176470588,65.75998835261821,False,False,False,False,False,False,True,False,False
microsoft/Phi-3-medium-128k-instruct,microsoft/Phi-3.5-mini-instruct,1.0,0.0,72.39404864009104,False,True,True,True,True,True,True,True,False
microsoft/Phi-3-medium-128k-instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,0.0,58.391626925153346,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.0,63.24906075526965,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,0.0,59.63171308420656,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.0,64.99285604168422,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,openchat/openchat-3.6-8b-20240522,1.0,0.0,69.5987181212632,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,openchat/openchat_3.5,1.0,0.0,62.19491132104235,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,tiiuae/Falcon3-10B-Instruct,1.0,0.007352941176470588,54.75495064369118,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,tiiuae/Falcon3-7B-Instruct,1.0,0.0,60.48741312671014,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,66.68847912741761,False,False,False,False,False,False,False,True,False
microsoft/Phi-3-medium-128k-instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,63.41184123062235,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-128k-instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,69.4216213710754,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,microsoft/Phi-3-mini-128k-instruct,1.0,0.007352941176470588,58.64466571936843,False,True,True,True,True,True,True,True,False
microsoft/Phi-3-medium-4k-instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,0.007352941176470588,60.54548059000182,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.0,67.02632451181167,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,0.0,54.622752771163604,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.0,64.07547757267879,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,openchat/openchat-3.6-8b-20240522,1.0,0.0,67.84469960044754,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,openchat/openchat_3.5,1.0,0.0,65.05976639254853,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,tiiuae/Falcon3-7B-Instruct,1.0,0.007352941176470588,60.620479334558354,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,66.51965114407717,False,False,False,False,False,False,False,True,False
microsoft/Phi-3-medium-4k-instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,66.32164679492348,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,65.15343299520259,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,0.007352941176470588,53.44158667487575,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.0,57.18851600268586,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,0.007352941176470588,54.193829994839746,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.0,56.366175781090305,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,openchat/openchat-3.6-8b-20240522,1.0,0.0,59.55931281098376,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,openchat/openchat_3.5,1.0,0.0,55.33235692305564,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,tiiuae/Falcon3-10B-Instruct,1.0,0.0,51.52205249974593,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,tiiuae/Falcon3-7B-Instruct,1.0,0.0,57.623154968317934,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,58.92962553263467,False,False,False,False,False,False,False,True,False
microsoft/Phi-3-mini-128k-instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,53.575922675399255,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,60.269873246398355,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,microsoft/Phi-3.5-mini-instruct,1.0,0.014705882352941176,61.15372762615686,False,True,True,True,True,True,True,True,False
microsoft/Phi-3-mini-4k-instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,0.0,53.36624953199187,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.0,62.03512954006234,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,0.0,59.07382083273307,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.0,53.980349226095264,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,openchat/openchat-3.6-8b-20240522,1.0,0.007352941176470588,61.03497764954256,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,openchat/openchat_3.5,1.0,0.0,55.80098649146602,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,tiiuae/Falcon3-10B-Instruct,1.0,0.0,57.23720725577811,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,tiiuae/Falcon3-7B-Instruct,1.0,0.0,59.72717960714952,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,61.426358536582306,False,False,False,False,False,False,False,True,False
microsoft/Phi-3-mini-4k-instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,56.144010107532914,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-4k-instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,58.63321957297171,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,0.0,60.58731766953917,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.0,62.264874613598,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,0.007352941176470588,53.562985231011275,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.0,66.49812433282237,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,openchat/openchat-3.6-8b-20240522,1.0,0.0,56.82481369417397,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,openchat/openchat_3.5,1.0,0.0,61.056596394880074,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,tiiuae/Falcon3-10B-Instruct,1.0,0.0,61.07844162019845,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,tiiuae/Falcon3-7B-Instruct,1.0,0.0,64.32463796607236,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,62.49572048276535,False,False,False,False,False,False,False,True,False
microsoft/Phi-3.5-mini-instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,61.99886104993888,False,False,False,False,False,False,False,False,False
microsoft/Phi-3.5-mini-instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,59.31190124201235,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.007352941176470588,54.26405126207841,False,True,True,True,True,True,True,True,False
mistralai/Mistral-7B-Instruct-v0.1,openchat/openchat-3.6-8b-20240522,1.0,0.0,60.7281320176325,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.1,openchat/openchat_3.5,1.0,0.007352941176470588,50.88306589806602,True,False,True,True,True,False,True,True,False
mistralai/Mistral-7B-Instruct-v0.1,tiiuae/Falcon3-7B-Instruct,1.0,0.0,59.658507212857664,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.1,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,63.619896531021105,True,False,True,True,True,False,False,True,True
mistralai/Mistral-7B-Instruct-v0.2,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.0,62.17689595782809,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.2,openchat/openchat-3.6-8b-20240522,1.0,0.0,62.633478188417094,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.2,openchat/openchat_3.5,1.0,0.0,64.34623301200142,False,True,True,True,True,False,True,True,False
mistralai/Mistral-7B-Instruct-v0.2,tiiuae/Falcon3-10B-Instruct,1.0,0.0,58.217461243505426,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.2,tiiuae/Falcon3-7B-Instruct,1.0,0.0,64.69146750224529,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.2,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,56.51272221971323,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.2,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,66.85204469218637,False,True,True,True,True,False,False,True,False
mistralai/Mistral-7B-Instruct-v0.2,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,64.44251076172823,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.3,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.0,62.030437588325874,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.3,openchat/openchat-3.6-8b-20240522,1.0,0.007352941176470588,58.952144665867635,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.3,openchat/openchat_3.5,1.0,0.0,58.123592752633236,False,True,True,True,True,False,True,True,False
mistralai/Mistral-7B-Instruct-v0.3,tiiuae/Falcon3-10B-Instruct,1.0,0.0,55.98143355031961,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.3,tiiuae/Falcon3-7B-Instruct,1.0,0.0,57.815578570026034,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.3,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,57.7440039652223,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.3,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,62.8926250225762,False,True,True,True,True,False,False,True,False
mistralai/Mistral-7B-Instruct-v0.3,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,59.50634549481726,False,False,False,False,False,False,False,False,False
nvidia/Llama3-ChatQA-1.5-8B,tiiuae/Falcon3-10B-Instruct,1.0,0.0,57.28121944185878,False,False,False,False,False,False,False,False,False
nvidia/Llama3-ChatQA-1.5-8B,tiiuae/Falcon3-7B-Instruct,1.0,0.0,62.47982367960492,False,False,False,False,False,False,False,False,False
nvidia/Llama3-ChatQA-1.5-8B,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,62.33470531653677,False,False,False,False,False,False,True,False,False
nvidia/Llama3-ChatQA-1.5-8B,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.007352941176470588,57.68343274348206,False,False,False,False,False,False,True,False,False
nvidia/Llama3-ChatQA-1.5-8B,utter-project/EuroLLM-1.7B-Instruct,1.0,0.014705882352941176,54.885222124421375,False,False,False,False,False,False,True,False,False
openchat/openchat-3.6-8b-20240522,tiiuae/Falcon3-10B-Instruct,1.0,0.007352941176470588,58.69882792186276,False,False,False,False,False,False,False,False,False
openchat/openchat-3.6-8b-20240522,tiiuae/Falcon3-7B-Instruct,1.0,0.0,66.01395657436096,False,False,False,False,False,False,False,False,False
openchat/openchat-3.6-8b-20240522,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,61.95627284761738,False,False,False,False,False,False,True,False,False
openchat/openchat-3.6-8b-20240522,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,58.5987014584904,False,False,False,False,False,False,True,False,False
openchat/openchat_3.5,tiiuae/Falcon3-10B-Instruct,1.0,0.0,56.556352303641006,False,False,False,False,False,False,False,False,False
openchat/openchat_3.5,tiiuae/Falcon3-7B-Instruct,1.0,0.0,62.315813534788276,False,False,False,False,False,False,False,False,False
openchat/openchat_3.5,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,61.57928664693589,False,False,False,False,False,False,False,False,False
openchat/openchat_3.5,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,61.207817019632365,False,False,False,False,False,False,False,False,False
tiiuae/Falcon3-10B-Instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,60.2967031488765,False,False,False,False,False,False,False,False,False
tiiuae/Falcon3-10B-Instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,55.358584580405854,False,False,False,False,False,False,False,False,False
tiiuae/Falcon3-10B-Instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,60.35198874332359,False,False,False,False,False,False,False,False,False
tiiuae/Falcon3-7B-Instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,67.87580827078362,False,False,False,False,False,False,False,False,False
tiiuae/Falcon3-7B-Instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,65.78064156411966,False,False,False,False,False,False,False,False,False
tiiuae/Falcon3-7B-Instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,66.18893986231313,False,False,False,False,False,False,False,False,False
togethercomputer/Llama-2-7B-32K-Instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,64.9063214054357,False,False,False,False,False,False,True,False,False
togethercomputer/Llama-2-7B-32K-Instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,55.78154712962624,False,False,False,False,False,False,True,False,False
upstage/SOLAR-10.7B-Instruct-v1.0,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,58.6788301495055,False,False,False,False,False,False,True,False,False
